Magnitude,Location,Longitude,Latitude
0.8,"8 km NW of Prague, Oklahoma",-96.74666667,35.54733333
1.1,"20 km WSW of Manley Hot Springs, Alaska",-151.0508,64.9498
2.44,"7 km NW of Rialto, CA",-117.4195,34.1513333
1.78,"10 km WSW of Toms Place, CA",-118.78,37.52
0.9,"32 km W of Anderson, Alaska",-149.8491,64.3101
1.75,"7 km S of Volcano, Hawaii",-155.238998413086,19.3754997253418
1.62,"14 km WSW of Ferndale, CA",-124.41,40.51
2.5,"1 km WNW of Adjuntas, Puerto Rico",-66.7356666666667,18.1653333333333
3.5,"6 km S of Volcano, Hawaii",-155.237666666667,19.3803333333333
1.83000004,"7 km S of Volcano, Hawaii",-155.244171142578,19.3743324279785
-0.6,"22 km W of Sitka, Alaska",-135.699333333333,57.0588333333333
2.15,"6 km SSW of Volcano, Hawaii",-155.2465,19.3868333333333
1.6,"15 km W of Four Mile Road, Alaska",-149.4427,64.5905
1.28,"7 km SSW of San Juan Bautista, CA",-121.56,36.78
1.49,"4 km SW of Scotts Mills, Oregon",-122.70533333333333,45.01316666666666
1.88,"0 km SSE of Pāhala, Hawaii",-155.4785,19.2025
2.25,"7 km NNE of Fontana, CA",-117.4226667,34.1523333
1.55,"16 km NNE of Apple Valley, CA",-117.1228333,34.6363333
-0.14,"14 km W of Toms Place, CA",-118.84,37.56
0.92,"7 km ESE of Santa Venetia, CA",-122.45,37.99
1.0,"15 km SSW of Badger, Alaska",-147.642,64.6693
0.29,"39 km WSW of False Pass, Alaska",-163.994666666667,54.7536666666667
3.42,"77 km W of The Bottom, Bonaire, Saint Eustatius and Saba ",-63.9828333333333,17.5961666666667
1.5,"54 km S of Whites City, New Mexico",-104.415,31.681
1.46,"10 km S of Shelton, Washington",-123.093,47.12116666666667
0.35,"85 km NNW of Karluk, Alaska",-154.921666666667,58.2945
1.5,"8 km NW of Point MacKenzie, Alaska",-150.0787,61.4175
1.34,"3 km NW of The Geysers, CA",-122.78,38.79
1.5,"26 km S of Westbrook, Texas",-101.051,32.122
3.9,"32 km SSW of Mount Buller, Australia",146.3566,-37.4355
1.26,"4 km NNW of Mill Creek, Oklahoma",-96.84233333,34.44433333
1.48,"4 km E of Grays River, Washington",-123.553,46.36216666666667
1.18,"13 km SE of Tehachapi, CA",-118.3411667,35.0521667
4.5,"268 km E of Levuka, Fiji",-178.156,-17.8669
0.52,"7 km NE of Coso Junction, CA",-117.8863333,36.0826667
0.59,"35 km NNE of Amboy, Washington",-122.34366666666666,46.221
1.32,"6 km NNW of Lakeside, CA",-116.9468333,32.9026667
1.6,"50 km W of Salamatof, Alaska",-152.2457,60.5724
0.56,"15 km SSE of Waynoka, Oklahoma",-98.81083333,36.45733333
1.3,"31 km NE of McCarthy, Alaska",-142.4391,61.5943
1.12,"34 km SE of Bodfish, CA",-118.218,35.3838333
2.2,"53 km ESE of Fox River, Alaska",-150.1205,59.6291
1.46,"13 km SSW of Searles Valley, CA",-117.4796667,35.6686667
2.22,"14 km NE of Pāhala, Hawaii",-155.37483215332,19.291166305542
1.23,"4 km SE of Owasso, Oklahoma",-95.81316667,36.23966667
1.54,"47 km WSW of Nikolski, Alaska",-169.547333333333,52.8368333333333
1.55,"8 km NNW of Borrego Springs, CA",-116.422,33.3213333
1.12,"1 km E of Notiechtown, Oklahoma",-95.07433333,35.57716667
0.59,"66 km WNW of Beluga, Alaska",-152.269666666667,61.3145
-0.22,"12 km W of Akutan, Alaska",-165.967333333333,54.122
0.29,"75 km WSW of Nikolski, Alaska",-169.944833333333,52.764
1.3,"28 km NE of McCarthy, Alaska",-142.5085,61.5932
1.28,"72 km WSW of Nikolski, Alaska",-169.893,52.7596666666667
2.0,"16 km NNE of Hermleigh, Texas",-100.695,32.774
1.3,"18 km SW of Thatcher, Utah",-112.435,41.5638333333333
1.36,"38 km S of False Pass, Alaska",-163.519666666667,54.5136666666667
2.7,"36 km ENE of McCarthy, Alaska",-142.331,61.5948
0.77,"9 km WSW of Idyllwild, CA",-116.8045,33.6951667
1.1,"10 km WSW of Idyllwild, CA",-116.8066667,33.6926667
1.89,"20 km E of Naalehu, Hawaii",-155.389666666667,19.0358333333333
2.12,"24 km SW of Ocotillo Wells, CA",-116.3111667,32.985
1.99,"9 km SE of Volcano, Hawaii",-155.167663574219,19.3791675567627
2.0,"55 km S of Whites City, New Mexico",-104.366,31.674
2.27,"5 km S of Pāhala, Hawaii",-155.472503662109,19.1523342132568
2.8,"56 km S of Whites City, New Mexico",-104.455,31.668
0.63,"12 km E of Anza, CA",-116.5518333,33.5373333
1.8,"28 km W of Salamatof, Alaska",-151.8302,60.6424
1.69,"13 km SSW of Tres Pinos, CA",-121.36,36.68
1.7,"47 km NW of Beluga, Alaska",-151.7092,61.4414
0.77,"2 km WNW of Anderson Springs, CA",-122.72,38.78
1.77,"25 km SW of Ocotillo Wells, CA",-116.3208333,32.9813333
0.5,"10 km WSW of Anza, CA",-116.7678333,33.5075
4.8,"96 km SW of Huanchaquito Alto, Peru",-79.7244,-8.6941
1.5,"56 km S of Whites City, New Mexico",-104.376,31.667
2.8,"56 km S of Whites City, New Mexico",-104.368,31.667
2.4,"55 km S of Whites City, New Mexico",-104.371,31.675
0.38,"9 km WNW of Cobb, CA",-122.83,38.84
2.43,"6 km NE of Castro Valley, CA",-122.06,37.74
1.89,"9 km SE of Volcano, Hawaii",-155.182,19.3693333333333
0.94,"24 km N of Yucca Valley, CA",-116.4545,34.334
0.23,"35 km SSE of Morton, Washington",-122.18066666666667,46.25
2.8,"56 km S of Whites City, New Mexico",-104.37,31.669
1.23,"22 km NNE of Ocotillo, CA",-115.8653333,32.9041667
0.45,"21 km ESE of Little Lake, CA",-117.6858333,35.8865
0.39,"5 km SSW of Anderson Springs, CA",-122.71,38.73
1.41,"13 km ENE of Cliffdell, Washington",-120.90116666666667,46.977
0.5,"10 km NNW of Virginia City, Nevada",-119.7122,39.3949
1.63,"4 km SSW of Katie, Oklahoma",-97.37016667,34.5375
1.41,"8 km SE of Katie, Oklahoma",-97.28566667,34.53283333
4.01,"13 km NNE of Hawaiian Ocean View, Hawaii",-155.701166666667,19.179
0.35,"9 km S of Volcano, Hawaii",-155.228666666667,19.3606666666667
0.79,"7 km NW of Prague, Oklahoma",-96.75516667,35.52766667
0.02,"42 km ENE of Adak, Alaska",-176.107333333333,52.0785
1.6,"8 km ESE of Coahoma, Texas",-101.221,32.282
-0.4,"43 km NW of Indian Springs, Nevada",-116.064,36.8077
1.33,"15 km NE of Ojai, CA",-119.1431667,34.5553333
2.3,"23 km NW of Eureka Roadhouse, Alaska",-147.454,62.1059
4.5,"15 km NW of Pujocucho, Peru",-70.465,-17.0639
0.79,"8 km NNW of The Geysers, CA",-122.81,38.83
1.1,"10 km ENE of Villa Park, CA",-117.7195,33.851
0.86,"9 km WNW of Cobb, CA",-122.82,38.84
0.7,"9 km WNW of Cobb, CA",-122.82,38.84
-0.57,"26 km W of Sitka, Alaska",-135.7555,57.0225
1.28,"2 km S of Santa Rosa, CA",-122.7,38.43
0.9,"11 km NW of The Geysers, CA",-122.86,38.83
1.7,"23 km NNW of Beatty, Nevada",-116.8697,37.0982
0.46,"7 km WNW of Cobb, CA",-122.8,38.84
0.33,"14 km ESE of Little Lake, CA",-117.7531667,35.9066667
1.1,"29 km E of Minto, Alaska",-148.7198,65.1753
1.2,"5 km E of Healy, Alaska",-148.8506,63.8615
1.48,"9 km WNW of Cascadia, Oregon",-122.58716666666666,44.430166666666665
3.05,"92 km SSW of Alberto Oviedo Mota, B.C., MX",-115.6248333,31.497
2.56,"90 km SSW of Alberto Oviedo Mota, B.C., MX",-115.6148333,31.5071667
1.49,"18 km SSW of Kettleman City, CA",-119.98,35.85
2.2,"81 km SSE of Cantwell, Alaska",-148.2971,62.7281
1.24,"17 km ESE of Ocotillo, CA",-115.8233333,32.6861667
0.36,"3 km NNW of The Geysers, CA",-122.78,38.8
1.1,"10 km SW of Salton City, CA",-116.0423333,33.242
2.23000002,"3 km SW of Pāhala, Hawaii",-155.502838134766,19.1830005645752
1.25,"20 km SW of Willits, CA",-123.46,39.25
2.06,"16 km NNE of Barstow, CA",-116.9831667,35.0361667
-0.26,"39 km ENE of Adak, Alaska",-176.1305,52.0481666666667
2.0999999,"6 km SSW of Volcano, Hawaii",-155.248168945312,19.3871669769287
2.92,"6 km S of Volcano, Hawaii",-155.2415,19.385
1.7,"5 km SSW of Volcano, Hawaii",-155.251495361328,19.3969993591309
1.7,"10 km S of Progreso, B.C., MX",-115.586,32.495
2.18,"10 km SE of Volcano, Hawaii",-155.178333333333,19.3693333333333
1.7,"30 km NW of Toyah, Texas",-104.005,31.522
1.88,"13 km ENE of Pāhala, Hawaii",-155.373001098633,19.2654991149902
5.1,"23 km SE of Port-Olry, Vanuatu",167.2424,-15.1689
0.75,"0 km NE of The Geysers, CA",-122.75,38.78
1.2,"6 km SSW of Chapman, Maine",-68.2022,46.6002
1.14,"8 km N of Westmorland, CA",-115.6351667,33.1103333
1.68,"11 km SW of Rio Dell, CA",-124.19,40.42
2.2,"3 km E of Big Lake, Alaska",-149.895,61.5264
2.2,"3 km ENE of Topaz, California",-119.4808,38.6319
1.27,"0 km NW of Deer Island, Oregon",-122.85383333333333,45.9365
1.31,"20 km NNW of Laytonville, CA",-123.59,39.85
1.70000005,"6 km SSW of Volcano, Hawaii",-155.250335693359,19.3904991149902
1.05,"11 km SE of Ashford, Washington",-121.91433333333333,46.69016666666667
1.88,"0 km  of Prattville, CA",-121.16,40.21
1.74000001,"6 km SSW of Volcano, Hawaii",-155.252838134766,19.3840007781982
1.12,"8 km SE of Katie, Oklahoma",-97.28283333,34.53483333
1.88999999,"6 km SSW of Volcano, Hawaii",-155.248504638672,19.3871669769287
2.37,"15 km S of Fern Forest, Hawaii",-155.121826171875,19.3301658630371
4.9,south of the Fiji Islands,178.2812,-25.2372
2.22,"5 km SW of Volcano, Hawaii",-155.264333333333,19.4021666666667
1.4,"53 km SSE of Denali National Park, Alaska",-151.3502,63.0878
1.82,"10 km SSE of Redway, CA",-123.78,40.04
1.66,"10 km SSE of Redway, CA",-123.77,40.04
0.3,"8 km WNW of Cobb, CA",-122.81,38.84
0.59,"8 km SSW of Idyllwild, CA",-116.7643333,33.6793333
4.7,"17 km SE of Acajutla, El Salvador",-89.7276,13.4704
1.13,"7 km SE of Katie, Oklahoma",-97.29116667,34.53166667
1.05,"34 km ESE of West Yellowstone, Montana",-110.696833333333,44.5606666666667
1.49,"8 km E of Lompoc, CA",-120.3761667,34.647
1.61,"10 km NE of Pāhala, Hawaii",-155.398,19.265
0.41,"9 km WNW of Cobb, CA",-122.82,38.84
1.2,"8 km E of Borrego Springs, CA",-116.2963333,33.243
1.4,"34 km SSW of False Pass, Alaska",-163.520166666667,54.5471666666667
0.96,"16 km SSW of Searles Valley, CA",-117.4621667,35.6336667
3.0,"31 km WNW of Valdez, Alaska",-146.871,61.252
1.76,"9 km S of Fern Forest, Hawaii",-155.148834228516,19.3833332061768
1.3,"7 km SSE of Central, Alaska",-144.7423,65.5138
-0.2,"3 km NNW of Furnace Creek, California",-116.8695,36.4734
0.9,"18 km ESE of Little Lake, CA",-117.7251667,35.8726667
5.3,"54 km E of Kinablangan, Philippines",127.0384,7.7174
0.52,"8 km NE of Moreno Valley, CA",-117.1626667,33.9781667
1.1,"28 km WSW of Susitna North, Alaska",-150.3298,62.0341
0.65,"28 km NNE of Atka, Alaska",-174.085,52.4395
0.44,"7 km NNW of The Geysers, CA",-122.8,38.82
1.13,"8 km SE of Katie, Oklahoma",-97.28266667,34.5265
1.4,"15 km SSW of Caliente, Nevada",-114.5955,37.4942
1.67,"2 km WNW of Lynn, Arkansas",-91.277,36.014
1.5,"9 km S of Progreso, B.C., MX",-115.5758333,32.4956667
2.2,"3 km SW of Big Lake, Alaska",-149.9933,61.4991
2.75,"2 km NNE of Prattville, CA",-121.15,40.23
0.94,"22 km NNE of Ocotillo, CA",-115.8625,32.9048333
2.7,"29 km NNE of Fox River, Alaska",-150.7791,60.1031
0.72,"6 km NW of Cobb, CA",-122.78,38.85
2.13,"8 km SSE of Volcano, Hawaii",-155.210166666667,19.3685
1.7,"16 km ESE of Fernley, Nevada",-119.0642,39.5783
-0.31,"23 km W of Dutch Harbor, Alaska",-166.895,53.8708333333333
1.9,"60 km WNW of Nikiski, Alaska",-152.3654,60.8233
1.2,"17 km ESE of Livengood, Alaska",-148.2146,65.4397
1.17,"9 km SE of Katie, Oklahoma",-97.27933333,34.52383333
0.97,"5 km NNW of West Valley City, Utah",-112.035833333333,40.733
0.78,"6 km NNW of The Geysers, CA",-122.8,38.82
1.73,"4 km NNE of Beaumont, CA",-116.9653333,33.9613333
0.92,"6 km NNW of The Geysers, CA",-122.8,38.82
1.8,"21 km NE of Nikolaevsk, Alaska",-151.3167,59.9386
1.7,"5 km SSW of Pāhala, Hawaii",-155.494666666667,19.1578333333333
1.57,"13 km WSW of Parkfield, CA",-120.55,35.83
1.05,"6 km NNW of The Geysers, CA",-122.8,38.82
2.21,"10 km S of Fern Forest, Hawaii",-155.149666666667,19.3743333333333
1.83,"6 km NW of Minco, Oklahoma",-97.99716667,35.34883333
0.36,"61 km ENE of Pedro Bay, Alaska",-153.075,59.9758333333333
1.51,"8 km ESE of Kingfisher, Oklahoma",-97.84233333,35.8345
0.9,"15 km ENE of Ocotillo, CA",-115.8346667,32.7721667
1.9,"43 km ENE of Independence, California",-117.7418,36.9366
1.35,"1 km ENE of The Geysers, CA",-122.75,38.78
0.57,"14 km NE of Milford, Utah",-112.901,38.4991666666667
0.64,"8 km NW of Anza, CA",-116.7305,33.604
1.89,"25 km S of Fern Forest, Hawaii",-155.126166666667,19.2328333333333
1.2,"14 km NNE of Willow, Alaska",-149.9247,61.8695
2.8,"17 km SSE of Anchorage, Alaska",-149.7226,61.0873
2.23,"17 km ESE of Julian, CA",-116.4316667,33.0143333
1.6,"54 km SW of Adak, Alaska",-177.256833333333,51.568
1.14,"2 km NW of The Geysers, CA",-122.78,38.79
1.01,"5 km WSW of Aguanga, CA",-116.9151667,33.4188333
4.1,"60 km ESE of Caucete, Argentina",-67.7441,-31.9415
4.1,"128 km ENE of Kashgar, China",77.2995,40.0369
0.62,"12 km NW of Anza, CA",-116.766,33.6303333
1.4,"30 km NE of Susitna North, Alaska",-149.4086,62.3354
0.8,"102 km S of McCarthy, Alaska",-143.0248,60.5126
1.6,"34 km NW of Valdez, Alaska",-146.868,61.3198
1.89,"7 km S of Volcano, Hawaii",-155.240005493164,19.3773326873779
2.4,"56 km S of Whites City, New Mexico",-104.363,31.667
0.32,"14 km NE of Milford, Utah",-112.902333333333,38.4968333333333
0.94,"14 km NE of Milford, Utah",-112.903666666667,38.4965
1.31,"13 km SE of Lincoln, Montana",-112.532,46.8846666666667
1.77,"37 km NNE of Amboy, Washington",-122.1935,46.19916666666666
1.8,"15 km ESE of Little Lake, CA",-117.7398333,35.905
1.64,"16 km ESE of Little Lake, CA",-117.739,35.9056667
0.98,"14 km SSE of Waynoka, Oklahoma",-98.81133333,36.46016667
-0.5,"42 km WNW of Indian Springs, Nevada",-116.1248,36.6773
0.72,"10 km SW of The Geysers, CA",-122.81,38.69
3.0,"103 km SE of Chignik, Alaska",-157.2637,55.6215
1.16,"5 km E of Hennessey, Oklahoma",-97.83383333,36.10283333
2.2,"10 km S of Fern Forest, Hawaii",-155.1465,19.3705
1.11,"11 km N of Borrego Springs, CA",-116.3656667,33.3528333
1.55,"7 km NE of Amity, Oregon",-123.13433333333333,45.157
4.0,"19 km S of Camiña, Chile",-69.4577,-19.4891
1.6,"0 km S of Big Lake, Alaska",-149.9525,61.5156
0.54,"8 km WNW of Cobb, CA",-122.81,38.84
4.5,"78 km E of Estique, Peru",-69.2824,-17.4493
1.6,"39 km WNW of Skwentna, Alaska",-152.0792,62.1409
0.82,"6 km S of Idyllwild, CA",-116.7086667,33.6833333
1.82,"8 km NE of Imperial, CA",-115.5098333,32.8968333
4.5,"Pagan region, Northern Mariana Islands",145.5578,18.853
0.5,"4 km S of Idyllwild, CA",-116.714,33.707
1.14,"5 km E of Hennessey, Oklahoma",-97.8365,36.103
1.17,"8 km NNW of The Geysers, CA",-122.82,38.83
1.84,"3 km NE of Ojai, CA",-119.2223333,34.4695
1.93,"6 km S of Volcano, Hawaii",-155.233840942383,19.3799991607666
0.3,"7 km NW of The Geysers, CA",-122.82,38.81
-0.1,"49 km ESE of Beatty, Nevada",-116.2545,36.732
1.6,"10 km SSE of Susitna North, Alaska",-149.7571,62.0778
0.78,"1 km NNE of The Geysers, CA",-122.75,38.79
0.73,"8 km WNW of Cobb, CA",-122.81,38.85
-0.15,"3 km NW of The Geysers, CA",-122.78,38.79
1.76,"7 km S of Volcano, Hawaii",-155.236999511719,19.3794994354248
1.72,"6 km S of Volcano, Hawaii",-155.244995117188,19.38450050354
2.38,"2 km ENE of Magas Arriba, Puerto Rico",-66.7471666666667,18.0311666666667
0.78,"3 km W of Cobb, CA",-122.76,38.82
4.0,West of the Queen Charlotte Islands,-138.6917,54.4983
1.62,"8 km NE of Imperial, CA",-115.5126667,32.8995
0.96,"8 km NNW of The Geysers, CA",-122.82,38.83
1.72000003,"7 km S of Volcano, Hawaii",-155.237167358398,19.3786659240723
1.44,"17 km N of Laytonville, CA",-123.51,39.84
0.7,"4 km SW of Idyllwild, CA",-116.7581667,33.718
0.72,"5 km SW of Idyllwild, CA",-116.7606667,33.7148333
1.27,"16 km SE of Hidden Valley Lake, CA",-122.4,38.75
1.9,"16 km SE of Hidden Valley Lake, CA",-122.4,38.74
0.2,"27 km WNW of Indian Springs, Nevada",-115.9634,36.63
0.9,"7 km NW of The Geysers, CA",-122.82,38.82
1.54,"7 km S of Pearblossom, CA",-117.8998333,34.4446667
2.9,"55 km N of Chase, Alaska",-150.2725,62.938
1.57,"3 km ENE of The Geysers, CA",-122.73,38.79
1.6,"36 km NNW of Toyah, Texas",-103.97,31.606
0.2,"7 km WNW of Cobb, CA",-122.8,38.84
4.8,"69 km WSW of Puerto Madero, Mexico",-92.9973,14.4313
0.8,"8 km NNE of North Pole, Alaska",-147.303,64.8218
0.44,"8 km SSW of Seabeck, Washington",-122.888,47.5785
1.32,"5 km NNW of Lake Elsinore, CA",-117.345,33.7091667
2.0,"24 km SSW of Westbrook, Texas",-101.077,32.141
0.35,"8 km NNW of The Geysers, CA",-122.82,38.83
-0.18,"39 km ENE of Adak, Alaska",-176.1335,52.0563333333333
0.81,"37 km NNE of Amboy, Washington",-122.1895,46.19916666666666
4.8,"78 km S of Tual, Indonesia",132.7126,-6.3419
1.68,"28 km NE of Fremont, Utah",-111.4245,38.6636666666667
1.17,"2 km SW of Redwood Valley, CA",-123.22,39.25
0.74,"12 km NW of The Geysers, CA",-122.88,38.83
1.6,"34 km NNW of Sutcliffe, Nevada",-119.7241,40.2427
0.82,"7 km WNW of Cobb, CA",-122.8,38.83
1.59,"17 km N of Laytonville, CA",-123.51,39.84
5.4,"13 km NNW of Francisco I. Madero, Mexico",-93.8167,16.9087
1.33,"4 km NW of The Geysers, CA",-122.8,38.8
0.77,"24 km ESE of Anza, CA",-116.4406667,33.4688333
0.84,"4 km NW of The Geysers, CA",-122.8,38.8
1.55,"11 km SW of Anza, CA",-116.7705,33.5006667
0.77,"4 km NNW of The Geysers, CA",-122.78,38.8
0.53,"31 km ENE of Amboy, Washington",-122.08466666666666,46.04
0.44,"2 km SW of Anderson Springs, CA",-122.7,38.76
0.77,"10 km NW of The Geysers, CA",-122.84,38.84
1.09,"7 km WNW of Cobb, CA",-122.8,38.83
0.52,"44 km NE of Adak, Alaska",-176.157833333333,52.14
1.76,"7 km SSE of Volcano, Hawaii",-155.216506958008,19.3768329620361
1.39,"4 km ESE of Fairview, CA",-122.0,37.67
0.06,"7 km WNW of Cobb, CA",-122.79,38.84
1.47,"30 km W of Petrolia, CA",-124.64,40.28
1.53,"7 km NE of Imperial, CA",-115.5145,32.8898333
1.3,"6 km N of Kanab, Utah",-112.534166666667,37.107
1.49,"5 km E of Hennessey, Oklahoma",-97.83666667,36.10266667
1.6,"50 km SSE of Whites City, New Mexico",-104.256,31.734
0.8300000000000001,"7 km NNE of Government Camp, Oregon",-121.70316666666666,45.36533333333333
1.95,"9 km E of Vallejo, CA",-122.14,38.13
1.7,"24 km SSW of Westbrook, Texas",-101.075,32.138
1.04,"7 km NW of The Geysers, CA",-122.82,38.81
0.85,"14 km NE of Milford, Utah",-112.903,38.494
0.71,"7 km SSW of Olancha, CA",-118.0255,36.2225
1.83000004,"11 km ENE of Pāhala, Hawaii",-155.38932800293,19.2586669921875
1.66,"4 km ENE of Prattville, CA",-121.12,40.23
1.02,"21 km WNW of Emery, Utah",-111.453333333333,39.0291666666667
2.2,"24 km SSW of Westbrook, Texas",-101.085,32.141
0.5,"38 km WSW of False Pass, Alaska",-163.976833333333,54.754
1.56,"18 km SSE of Glacier, Washington",-121.829,48.746833333333335
-0.07,"23 km S of Morton, Washington",-122.28616666666667,46.34616666666667
1.85000002,"13 km ENE of Pāhala, Hawaii",-155.357162475586,19.2471675872803
1.08,"6 km SSE of Sunol, CA",-121.86,37.56
0.85,"18 km SW of Ocotillo Wells, CA",-116.286,33.0423333
0.72,"10 km N of Cabazon, CA",-116.7978333,34.0043333
1.54,"8 km NE of Imperial, CA",-115.5105,32.8946667
2.0,"7 km NE of Imperial, CA",-115.5138333,32.8933333
1.05,"6 km ENE of Government Camp, Oregon",-121.679,45.32816666666667
0.5,"6 km ENE of Government Camp, Oregon",-121.67833333333333,45.3255
0.29,"14 km NE of Milford, Utah",-112.903833333333,38.4915
2.17,"2 km S of Indios, Puerto Rico",-66.8215,17.9676666666667
2.2,"195 km WSW of Adak, Alaska",-179.3415,51.3695
1.73,"7 km NE of Imperial, CA",-115.5121667,32.8931667
1.0,"14 km NE of Milford, Utah",-112.895333333333,38.4925
1.5,"7 km NE of Imperial, CA",-115.5111667,32.889
2.7,"15 km NE of Walker Lake, Nevada",-118.631,38.7493
2.01,"8 km NE of Imperial, CA",-115.508,32.8948333
1.39,"5 km S of Brawley, CA",-115.5261667,32.9348333
1.2,"35 km SW of Stevens Village, Alaska",-149.685,65.8028
0.27,"9 km WNW of Cobb, CA",-122.82,38.84
2.25999999,"12 km ESE of Pāhala, Hawaii",-155.374496459961,19.1413326263428
2.01999998,"6 km S of Volcano, Hawaii",-155.239501953125,19.380500793457
0.31,"47 km W of Nikolski, Alaska",-169.555166666667,52.8871666666667
1.6,"41 km NNW of Beluga, Alaska",-151.3367,61.4936
1.6,"15 km NE of Walker Lake, Nevada",-118.6379,38.7487
3.28,"71 km N of Culebra, Puerto Rico",-65.3656666666667,18.9493333333333
1.1,"3 km NW of The Geysers, CA",-122.78,38.79
1.71,"6 km SSW of Volcano, Hawaii",-155.247833251953,19.3836669921875
2.37,"6 km S of Volcano, Hawaii",-155.241833333333,19.3855
2.11,"14 km WSW of Santa Cruz, CA",-122.17,36.92
1.66,"8 km NE of Imperial, CA",-115.511,32.899
1.90999997,"8 km S of Volcano, Hawaii",-155.244003295898,19.3703327178955
0.79,"5 km N of Beaumont, CA",-116.9675,33.9763333
2.51,"4 km SSE of Sevierville, Tennessee",-83.5435,35.8321666666667
2.3,"15 km NE of Walker Lake, Nevada",-118.6361,38.7503
1.53,"11 km SW of Salton City, CA",-116.0433333,33.227
0.76,"10 km NW of The Geysers, CA",-122.84,38.84
0.45,"23 km WNW of Chignik Lake, Alaska",-159.120333333333,56.3205
0.61,"9 km WNW of Cobb, CA",-122.82,38.85
-0.1,"36 km NW of Indian Springs, Nevada",-115.9827,36.787
1.26,"28 km E of Coso Junction, CA",-117.6383333,36.0751667
5.1,"234 km WSW of Bandar Lampung, Indonesia",103.4596,-6.5436
2.2,"24 km S of Susitna, Alaska",-150.5787,61.3226
0.7,"55 km NE of Keeler, California",-117.4554,36.8542
0.92,"7 km NW of The Geysers, CA",-122.81,38.82
1.7,"55 km S of Whites City, New Mexico",-104.375,31.671
2.3900001,"2 km W of Pāhala, Hawaii",-155.502838134766,19.2035007476807
1.4,"48 km NE of Keeler, California",-117.5334,36.8295
1.49,"16 km S of Tres Pinos, CA",-121.31,36.64
0.93,"8 km WNW of The Geysers, CA",-122.85,38.8
-0.08,"6 km NW of Entiat, Washington",-120.2665,47.71483333333333
4.4,"20 km S of Owhiro Bay, New Zealand",174.7262,-41.5235
1.7,"18 km WNW of Eureka Roadhouse, Alaska",-147.4927,61.9972
2.0,"61 km SSW of Whites City, New Mexico",-104.507,31.629
0.34,"6 km W of Mammoth Lakes, CA",-119.04,37.63
1.5,"23 km ESE of Skwentna, Alaska",-150.9818,61.9098
1.79,"9 km SE of Volcano, Hawaii",-155.179666666667,19.3695
0.49,"4 km N of Waterville, Washington",-120.07583333333334,47.68866666666667
0.73,"5 km W of Lake Cavanaugh, Washington",-122.09566666666667,48.3185
1.42,"7 km NE of Ukiah, CA",-123.17,39.2
1.2,"24 km WNW of Susitna, Alaska",-150.9357,61.6313
0.22,"8 km NE of Anza, CA",-116.6105,33.6003333
0.72,"4 km NNE of Beaumont, CA",-116.9641667,33.9656667
1.3,"10 km WSW of Pioche, Nevada",-114.5525,37.8771
0.71,"6 km WNW of Cobb, CA",-122.79,38.84
0.71,"7 km WNW of Cobb, CA",-122.8,38.83
0.64,"7 km SSE of Idyllwild, CA",-116.697,33.6758333
1.7,"72 km NNW of Yakutat, Alaska",-140.0763,60.1705
1.1,"3 km NNW of The Geysers, CA",-122.77,38.79
0.91,"6 km N of Beaumont, CA",-116.9743333,33.9835
0.2,"32 km ENE of Beatty, Nevada",-116.4354,37.0434
2.1,"16 km NNE of Hermleigh, Texas",-100.686,32.77
0.76,"2 km E of Colton, CA",-117.2911667,34.0755
1.69,"18 km W of Searles Valley, CA",-117.6005,35.7828333
0.8200000000000001,"11 km SE of Mossyrock, Washington",-122.36133333333333,46.4695
0.33,"68 km WNW of Beluga, Alaska",-152.285666666667,61.3318333333333
-0.31,"63 km ENE of Pedro Bay, Alaska",-153.065833333333,60.0196666666667
0.91,"9 km SW of Salton City, CA",-116.0321667,33.2436667
0.92,"6 km N of Beaumont, CA",-116.9713333,33.9835
0.62,"9 km S of Idyllwild, CA",-116.7056667,33.6616667
4.6,"85 km NNW of Ternate, Indonesia",126.9603,1.4315
2.1,"35 km ENE of Beatty, Nevada",-116.3812,37.0043
1.6,"22 km S of Westbrook, Texas",-101.054,32.152
1.5,"55 km S of Whites City, New Mexico",-104.377,31.673
2.15,"16 km NNE of Barstow, CA",-116.981,35.0386667
2.0,"55 km S of Whites City, New Mexico",-104.379,31.676
3.1,"55 km S of Whites City, New Mexico",-104.379,31.678
1.35,"27 km WNW of Ludlow, CA",-116.4446667,34.7913333
1.9,"55 km S of Whites City, New Mexico",-104.377,31.674
2.2,"55 km S of Whites City, New Mexico",-104.376,31.671
0.78,"7 km NW of The Geysers, CA",-122.82,38.81
0.35,"8 km N of Anza, CA",-116.6828333,33.6278333
0.48,"6 km NNW of The Geysers, CA",-122.8,38.82
1.7,"33 km NNW of Toyah, Texas",-103.936,31.592
1.2,"25 km W of Susitna, Alaska",-150.9866,61.521
0.29,"2 km NNW of The Geysers, CA",-122.77,38.79
1.9,"47 km SSW of Denali National Park, Alaska",-152.2217,63.1749
0.9,"35 km SE of Minto, Alaska",-148.894,64.902
1.7,"77 km WNW of Aleneva, Alaska",-154.1681,58.2616
0.68,"2 km ESE of Colton, CA",-117.2991667,34.067
0.44,"38 km ENE of Adak, Alaska",-176.161,52.0568333333333
0.4,"35 km ENE of Beatty, Nevada",-116.3844,37.0039
0.52,"24 km WSW of Toms Place, CA",-118.88,37.42
1.43,"24 km SW of Lamont, CA",-119.1046667,35.1076667
